,SpamOrNot,text,spam,ham,prediction,correct
49,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,0.3146551724137931,0.1853448275862069,spam,1
50,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,0.5,0.5,ham,1
51,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",0.2625,0.2375,spam,1
52,ham,"Sorry, I'll call later in meeting.",0.010869565217391304,0.4891304347826087,ham,1
53,ham,Tell where you reached,0.05935251798561151,0.44064748201438847,ham,1
54,ham,Yes..gauti and sehwag out of odi series.,0.10336538461538461,0.39663461538461536,ham,1
55,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,0.1939149560117302,0.3060850439882698,ham,1
56,ham,Ha ha ha good joke. Girls are situation seekers.,0.5,0.5,ham,1
57,ham,Its a part of checking IQ,0.01425438596491228,0.4857456140350877,ham,1
58,ham,"Sorry my roommates took forever, it ok if I come by now?",0.010869565217391304,0.4891304347826087,ham,1
59,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0.5,0.5,ham,1
60,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a �1500 Bonus Prize, call 09066364589",0.5,0.5,ham,0
61,ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",0.06677018633540373,0.4332298136645963,ham,1
62,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or �1000. To claim txt DIS to 87121 18+6*�1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",0.4471830985915493,0.0528169014084507,spam,1
63,spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",0.00946969696969697,0.49053030303030304,ham,0
64,ham,I plane to give on this month end.,0.5,0.5,ham,1
65,ham,Wah lucky man... Then can save money... Hee...,0.05,0.45,ham,1
66,ham,Finished class where are you.,0.0125,0.4875,ham,1
67,ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,0.5,0.5,ham,1
68,ham,K..k:)where are you?how did you performed?,0.5,0.5,ham,1
69,ham,U can call me now...,0.5,0.5,ham,1
70,ham,I am waiting machan. Call me once you free.,0.5,0.5,ham,1
71,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,0.005681818181818182,0.4943181818181818,ham,1
72,ham,I like you peoples very much:) but am very shy pa.,0.5,0.5,ham,1
73,ham,Does not operate after  &lt;#&gt;  or what,0.05303030303030303,0.44696969696969696,ham,1
74,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,0.01425438596491228,0.4857456140350877,ham,1
75,ham,"Sorry, I'll call later",0.010869565217391304,0.4891304347826087,ham,1
76,ham,K. Did you call me just now ah? ,0.5,0.5,ham,1
77,ham,Ok i am on the way to home hi hi,0.5,0.5,ham,1
78,ham,You will be in the place of that man,0.06634701159678859,0.4336529884032114,ham,1
79,ham,Yup next stop.,0.005681818181818182,0.4943181818181818,ham,1
80,ham,"I call you later, don't have network. If urgnt, sms me.",0.5,0.5,ham,1
81,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,0.1448300283286119,0.3551699716713881,ham,1
82,ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,0.10336538461538461,0.39663461538461536,ham,1
83,ham,I'm really not up to it still tonight babe,0.5,0.5,ham,1
84,ham,"Ela kano.,il download, come wen ur free..",0.08333333333333333,0.4166666666666667,ham,1
85,ham,Yeah do! Don���t stand to close tho- you���ll catch something!,0.008522727272727272,0.4914772727272727,ham,1
86,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,0.010869565217391304,0.4891304347826087,ham,1
87,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0.005434782608695652,0.4945652173913043,ham,1
88,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed �1000 cash or �5000 prize!,0.20708955223880596,0.292910447761194,ham,0
89,ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,0.01,0.49,ham,1
90,spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",0.1939149560117302,0.3060850439882698,ham,0
91,ham,Watching telugu movie..wat abt u?,0.007142857142857143,0.4928571428571429,ham,1
92,ham,i see. When we finish we have loads of loans to pay,0.5,0.5,ham,1
93,ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""
ham""",0.5,0.5,ham,1
94,ham,Please don't text me anymore. I have nothing else to say.,0.20708955223880596,0.292910447761194,ham,1
95,ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,0.008928571428571428,0.49107142857142855,ham,1
96,ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,0.5,0.5,ham,1
97,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0.5,0.5,ham,1
98,ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0.09615384615384616,0.40384615384615385,ham,1
99,ham,Umma my life and vava umma love you lot dear,0.027777777777777776,0.4722222222222222,ham,1
100,ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0.10064935064935066,0.3993506493506494,ham,1
101,ham,"Aight, I'll hit you up when I get some cash",0.007352941176470588,0.49264705882352944,ham,1
102,ham,How would my ip address test that considering my computer isn't a minecraft server,0.013578274760383386,0.48642172523961663,ham,1
103,ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,0.5,0.5,ham,1
104,ham,Dont worry. I guess he's busy.,0.04310344827586207,0.45689655172413796,ham,1
105,ham,What is the plural of the noun research?,0.03006872852233677,0.4699312714776632,ham,1
106,ham,Going for dinner.msg you after.,0.01293103448275862,0.4870689655172414,ham,1
107,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0.5,0.5,ham,1
108,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a �1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,0.4166666666666667,0.08333333333333333,spam,1
109,ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",0.5,0.5,ham,1
110,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0.5,0.5,ham,1
111,spam,You are a winner U have been specially selected 2 receive �1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,0.06634701159678859,0.4336529884032114,ham,0
112,ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,0.08333333333333333,0.4166666666666667,ham,1
113,ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,0.016666666666666666,0.48333333333333334,ham,1
114,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,0.4625,0.0375,spam,1
115,spam,"URGENT! Your Mobile No. was awarded �2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",0.4471830985915493,0.0528169014084507,spam,1
116,ham,here is my new address -apples&pairs&all that malarky,0.03024193548387097,0.46975806451612906,ham,1
117,spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,0.3977272727272727,0.10227272727272728,spam,1
118,ham,I am going to sao mu today. Will be done only at 12 ,0.5,0.5,ham,1
119,ham,�� predict wat time �_'ll finish buying?,0.5,0.5,ham,1
120,ham,"Good stuff, will do.",0.02540650406504065,0.47459349593495936,ham,1
121,ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0.10551075268817205,0.39448924731182794,ham,1
122,ham,Are you there in room.,0.08131313131313131,0.41868686868686866,ham,1
123,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0.024336283185840708,0.4756637168141593,ham,1
124,ham,K..k:)how much does it cost?,0.5,0.5,ham,1
125,ham,I'm home.,0.5,0.5,ham,1
126,ham,"Dear, will call Tmorrow.pls accomodate.",0.06707317073170732,0.4329268292682927,ham,1
127,ham,First answer my question.,0.06439393939393939,0.4356060606060606,ham,1
128,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. �1.50 SP:Tyrone,0.425,0.075,spam,1
129,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,0.0782051282051282,0.4217948717948718,ham,0
130,ham,I only haf msn. It's yijue@hotmail.com,0.5,0.5,ham,1
131,ham,He is there. You call and meet him,0.5,0.5,ham,1
132,ham,No no. I will check all rooms befor activities,0.5,0.5,ham,1
133,spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,0.06634701159678859,0.4336529884032114,ham,0
134,ham,Got c... I lazy to type... I forgot �_ in lect... I saw a pouch but like not v nice...,0.015625,0.484375,ham,1
135,ham,"K, text me when you're on the way",0.5,0.5,ham,1
136,ham,"Sir, Waiting for your mail.",0.01875,0.48125,ham,1
137,ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",0.5,0.5,ham,1
138,ham,I know you are. Can you pls open the back?,0.5,0.5,ham,1
139,ham,Yes see ya not on the dot,0.10336538461538461,0.39663461538461536,ham,1
140,ham,Whats the staff name who is taking class for us?,0.041666666666666664,0.4583333333333333,ham,1
141,spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",0.48333333333333334,0.016666666666666666,spam,1
142,ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0.125,0.375,ham,1
143,ham,K..i deleted my contact that why?,0.5,0.5,ham,1
144,ham,Sindu got job in birla soft ..,0.125,0.375,ham,1
145,ham,The wine is flowing and i'm i have nevering..,0.07768999247554553,0.42231000752445447,ham,1
146,ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,0.005681818181818182,0.4943181818181818,ham,1
147,ham,Ok... Ur typical reply...,0.5,0.5,ham,1
148,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0.5,0.5,ham,1
149,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0.06634701159678859,0.4336529884032114,ham,1
150,ham,Aaooooright are you at work?,0.125,0.375,ham,1
151,ham,I'm leaving my house now...,0.5,0.5,ham,1
152,ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0.041666666666666664,0.4583333333333333,ham,1
153,spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,0.4194915254237288,0.08050847457627118,spam,1
154,spam,You are a winner U have been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,0.06634701159678859,0.4336529884032114,ham,0
155,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0.04642857142857143,0.4535714285714285,ham,1
156,ham,New car and house for my parents.:)i have only new job in hand:),0.25364963503649635,0.24635036496350365,spam,0
157,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0.5,0.5,ham,1
158,spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,0.5,0.5,ham,0
159,spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",0.375,0.125,spam,1
160,ham,I place all ur points on e cultures module already.,0.5,0.5,ham,1
161,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a �900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,0.4471830985915493,0.0528169014084507,spam,1
162,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0.5,0.5,ham,1
163,ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,0.04956896551724138,0.4504310344827586,ham,1
164,ham,Yes :)it completely in out of form:)clark also utter waste.,0.10336538461538461,0.39663461538461536,ham,1
165,ham,"Sir, I need AXIS BANK account no and bank address.",0.01875,0.48125,ham,1
166,ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0.017857142857142856,0.48214285714285715,ham,1
167,ham,What time you coming down later? ,0.03006872852233677,0.4699312714776632,ham,1
168,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",0.05,0.45,ham,1
169,ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",0.022916666666666665,0.47708333333333336,ham,1
170,ham,Let me know when you've got the money so carlos can make the call,0.028125,0.471875,ham,1
171,ham,U still going to the mall?,0.5,0.5,ham,1
172,ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0.03571428571428571,0.4642857142857143,ham,1
173,ham,Text her. If she doesnt reply let me know so i can have her log in,0.3234536082474227,0.17654639175257733,spam,0
174,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0.5,0.5,ham,1
175,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0.06634701159678859,0.4336529884032114,ham,1
176,ham,Lol no. U can trust me.,0.0033333333333333335,0.49666666666666665,ham,1
177,ham,ok. I am a gentleman and will treat you with dignity and respect.,0.5,0.5,ham,1
178,ham,"He will, you guys close?",0.5,0.5,ham,1
179,ham,Going on nothing great.bye,0.01293103448275862,0.4870689655172414,ham,1
180,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0.041666666666666664,0.4583333333333333,ham,1
181,ham,"Haha awesome, be there in a minute",0.004807692307692308,0.4951923076923077,ham,1
182,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,0.20708955223880596,0.292910447761194,ham,0
183,ham,Have you got Xmas radio times. If not i will get it now,0.11762152777777778,0.3823784722222222,ham,1
184,ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0.5,0.5,ham,1
185,spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,0.08131313131313131,0.41868686868686866,ham,0
186,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0.5,0.5,ham,1
187,ham,Hi :)finally i completed the course:),0.5,0.5,ham,1
188,ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0.5,0.5,ham,1
189,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0.013578274760383386,0.48642172523961663,ham,1
190,ham,Gud mrng dear hav a nice day,0.004464285714285714,0.4955357142857143,ham,1
191,ham,Did u got that persons story,0.00946969696969697,0.49053030303030304,ham,1
192,ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0.5,0.5,ham,1
193,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0.5,0.5,ham,1
194,ham,"Found it, ENC  &lt;#&gt; , where you at?",0.041666666666666664,0.4583333333333333,ham,1
195,ham,I sent you  &lt;#&gt;  bucks,0.5,0.5,ham,1
196,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0.041666666666666664,0.4583333333333333,ham,1
197,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0.1939149560117302,0.3060850439882698,ham,1
198,ham,Goodmorning sleeping ga.,0.015625,0.484375,ham,1
199,ham,U call me alter at 11 ok.,0.5,0.5,ham,1
200,ham,�� say until like dat i dun buy ericsson oso cannot oredi lar...,0.5,0.5,ham,1
201,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0.5,0.5,ham,1
202,ham,"Aight yo, dats straight dogg",0.007352941176470588,0.49264705882352944,ham,1
203,ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0.06634701159678859,0.4336529884032114,ham,1
204,ham,Both :) i shoot big loads so get ready!,0.011363636363636364,0.48863636363636365,ham,1
205,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",0.03006872852233677,0.4699312714776632,ham,1
206,ham,Home so we can always chat,0.00744047619047619,0.49255952380952384,ham,1
207,ham,K:)k:)good:)study well.,0.5,0.5,ham,1
208,ham,Yup... How �_ noe leh...,0.005681818181818182,0.4943181818181818,ham,1
209,ham,Sounds great! Are you home now?,0.041666666666666664,0.4583333333333333,ham,1
210,ham,Finally the match heading towards draw as your prediction.,0.046875,0.453125,ham,1
211,ham,Tired. I haven't slept well the past few nights.,0.017857142857142856,0.48214285714285715,ham,1
212,ham,Easy ah?sen got selected means its good..,0.2109375,0.2890625,ham,1
213,ham,I have to take exam with march 3,0.5,0.5,ham,1
214,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0.008522727272727272,0.4914772727272727,ham,1
215,ham,Ok no prob. Take ur time.,0.5,0.5,ham,1
216,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0.03540772532188841,0.4645922746781116,ham,1
217,ham,"Sorry, I'll call later",0.010869565217391304,0.4891304347826087,ham,1
218,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0.5,0.5,ham,1
219,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY �1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",0.49444444444444446,0.005555555555555556,spam,1
220,ham,Would really appreciate if you call me. Just need someone to talk to.,0.02922077922077922,0.4707792207792208,ham,1
221,spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",0.05764248704663212,0.4423575129533679,ham,0
222,ham,Hey company elama po mudyadhu.,0.024336283185840708,0.4756637168141593,ham,1
223,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0.02108433734939759,0.4789156626506024,ham,1
224,ham,Dear good morning now only i am up,0.06707317073170732,0.4329268292682927,ham,1
225,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0.11033163265306123,0.38966836734693877,ham,1
226,ham,Dear we are going to our rubber place,0.06707317073170732,0.4329268292682927,ham,1
227,ham,"Sorry battery died, yeah I'm here",0.010869565217391304,0.4891304347826087,ham,1
228,ham,Yes:)here tv is always available in work place..,0.10336538461538461,0.39663461538461536,ham,1
229,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,0.3234536082474227,0.17654639175257733,spam,1
230,ham,I have printed it oh. So  &lt;#&gt;  come upstairs,0.5,0.5,ham,1
231,ham,Or ill be a little closer like at the bus stop on the same street,0.5,0.5,ham,1
232,ham,Where are you?when wil you reach here?,0.01050420168067227,0.4894957983193277,ham,1
233,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0.25364963503649635,0.24635036496350365,spam,0
234,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,0.5,0.5,ham,0
235,ham,Tomarrow final hearing on my laptop case so i cant.,0.0625,0.4375,ham,1
236,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0.125,0.375,ham,1
237,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0.008928571428571428,0.49107142857142855,ham,1
